id_movimiento,id_efectivo,id_unidad_destino,id_rango,id_tipo,fecha_movimiento,antiguedad_anios,salario_mensual,observaciones
2227,81,16,1,4,2021/07/30,dieciocho,"Bs. 2,178.84",S/N
2228,138,46,17,3,16/04/2022,15 a.,"Bs 28.493,00",Promoción regular — escalafonamiento
2229,793,27,2,4,2022-07-27,aprox. 10,2441.87,TRASLADO POR NECESIDAD DEL SERVICIO
2230,808,36,1,6,03-16-2024,15 años,2007.66,Reintegro — fin de licencia anual
2231,196,28,11,6,01-10-2021,3 a.,"Bs. 7,281.75",  Reintegro — fin de licencia anual  
2232,892,47,1,4,30/08/2024,"7,0 años","Bs 2.063,58",Rotación semestral — destino UD-47
2233,78,48,4,3,2025/08/01,TRES,"3,889.61",Promoción — Resolución Ministerial 189
2234,657,12,2,4,30/09/2021,3 a.,"Bs. 2,799.76",Traslado por necesidad del servicio
2235,54,40,1,4,26/06/2021,CATORCE,2506,
2236,664,15,1,6,2025-07-29,diecisiete,2507.29,Retorno al servicio — autorizado
2237,460,40,7,1,2024/01/20,0 a.,"Bs. 5,514.32",ingreso voluntario al servicio
2238,182,2,4,6,20250929,doce,2897,REINCORPORACIÓN POST LICENCIA MÉDICA
2239,770,20,12,4,05-19-2025,TRECE,"Bs. 8,702.91",
2240,374,33,1,5,10-05-2024,"10,0 años","Bs. 1,944.59",  Licencia por enfermedad — 19 días  
2241,1123,12,2,3,14/08/2025,cuatro años,2359,Ascenso por antigüedad y méritos
2242,101,10,14,3,2024/08/16,10 a.,12545.26,  Ascenso — antigüedad cumplida  
2243,276,18,3,3,30/08/2022,18,"Bs. 2,751.26",
2244,291,22,16,6,02-04-2025,  21 años  ,"21,084.78",Retorno al servicio activo
2245,641,44,6,3,30-08-2022,4 a.,"Bs.- 4,686.10","Ascenso según
normativa vigente"
2246,908,12,1,4,19/10/2024,12,"Bs.- 1,917.91",
2247,486,45,8,4,2024/06/30,  12 años  ,"Bs.5,770.50",Traslado por necesidad del servicio
2248,47,47,3,5,11-26-2021,23 años,"Bs.3,405.22",Permiso por matrimonio
2249,1077,17,4,6,2025/12/27,15 años,"Bs. 3,750.99",
2250,1088,12,11,1,2025-09-26,0,7752,ALTA POR CONVOCATORIA 2025
2251,1131,5,4,1,08/02/2025,0,"Bs. 3,290.51",Alta por convocatoria 2025
2252,616,36,6,4,2022/07/13,8 años,"Bs 4.512,14",S/N
2253,83,16,1,2,2023/09/28,uno,2473,Cumplimiento del servicio militar
2254,424,49,1,1,20210217,0 años,2247.55,Incorporación servicio militar obligatorio
2255,165,16,2,5,20221012,24 años,"Bs. 2,551.63",Permiso por estudios—14 días
2256,343,46,2,1,17-01-2022,cero,"Bs.- 2,135.34",Sin observaciones
2257,767,5,1,1,2022/03/11,cero años,"Bs 2.249,62",Ingreso voluntario al servicio
2258,489,6,1,1,2022/12/08,"0,0 años",BS 2244,Alta por convocatoria 2022
2259,188,32,3,2,15/02/2024,DOS,"Bs. 2,717.46",Licenciamiento ordinario
2260,509,2,4,1,2021-04-09,0,"Bs. 3,799.17","Alta por
convocatoria anual"
2261,368,21,9,6,2025/04/11,trece años,6030,Reincorporación — apto por sanidad militar
2262,420,24,1,1,2025/12/01,0 años,2352.30,Alta por convocatoria 2025
2263,105,7,1,2,10-05-2022,5 años,"Bs 2.303,33",Cumplimiento del servicio militar
2264,573,42,11,3,13-08-2023,2 a.,7252.14,Ascenso aniversario patrio 6 agosto
2265,683,19,15,5,10-11-2021,4 años,15813,Licencia anual ordinaria
2266,581,20,4,5,10-03-2024,21 años,"Bs 3.057,56",
2267,450,12,4,1,2022/07/16,0 años,"Bs.3,654.56",n/a
2268,581,43,4,2,18/11/2024,DIECIOCHO,"Bs.3,761.96","Ref: Baja por
inaptitud física"
2269,553,11,7,6,2025-11-14,7 años,4393,reincorporación voluntaria
2270,255,43,2,5,20250330,veinte años,"Bs.2,548.14",
2271,1086,18,5,3,18/08/2023,aprox. 10,BS 3395,Promoción — Resolución Ministerial 813
2272,815,22,13,1,2022/01/22,aprox. 0,9334,Alta por convocatoria 2022
2273,686,36,12,3,14-07-2021,DIEZ,"9,312.52 Bs",Promoción regular — escalafonamiento
2274,887,15,2,4,20220810,25 años,2494,S/N
2275,424,34,2,4,23/06/2021,5,"2,569.4",Traslado a zona de frontera
2276,910,18,2,1,2025/06/26,cero,"Bs 2.184,30",Ingreso — proceso regular
2277,55,50,4,6,02/01/2022,10,"Bs. 3,905.71",Retorno tras licencia por estudios
2278,809,38,5,1,29-01-2023,"0,0 años","Bs. 4,024.37",N/A
2279,434,21,12,3,2022-08-20,OCHO,"9,557.23",  Ascenso — antigüedad cumplida  
2280,510,27,4,4,06/07/2023,doce,3028,"  Rotación por
necesidad institucional  "
2281,66,6,3,4,20/08/2025,dieciséis años,3179,
2282,1137,17,9,5,26-04-2022,14 años,"Bs 5.291,14","Ref: Licencia médica
autorizada por sanidad"
2283,680,28,8,5,20251030,aprox. 7,"Bs. 5,099.62",LICENCIA — TRÁMITES PERSONALES
2284,547,32,3,1,01-06-2021,0,"Bs.2,873.95",Ref: Reclutamiento zona Chuquisaca
2285,174,20,10,5,2021/11/28,  1 años  ,6352,Licencia—trámites personales
2286,809,44,1,4,08/12/2025,"19,5 años","Bs. 2,292.50",  Traslado por necesidad del servicio  
2287,652,47,8,1,17/02/2023,0,4998,Incorporación por sorteo cuartel
2288,456,23,2,2,2025-09-04,"22,0 años","Bs.- 2,484.61",    
2289,149,11,10,3,30-08-2025,15.5,"Bs.- 7,472.34",Promoción por concurso de méritos
2290,162,33,4,4,2022/04/07,24.5,"Bs. 3,305.63",Traslado disciplinario
2291,122,17,9,4,2024/09/22,DOS,5920,Cambio destino — solicitud personal
2292,12,16,10,4,06/04/2021,QUINCE,"Bs.7,473.74",Ref: S/N
2293,295,1,2,4,16/11/2023,ONCE,"Bs 2.283,20","Cambio de destino
por requerimiento operacional"
2294,258,26,4,1,18-01-2025,0,"3,252.18 Bs",Incorporación servicio militar obligatorio
2295,305,50,1,5,04/07/2025,once,BS 2064,Permiso por fallecimiento familiar
2296,148,11,2,4,01/08/2022,QUINCE,2456,Traslado — orden de comando
2297,467,39,6,3,16-06-2024,15,4075,"Ascenso según
normativa vigente"
2298,977,41,3,2,11-12-2023,24,3012.12,"Baja por
inaptitud física"
2299,213,17,3,3,2024/08/16,12,"2,717.92 Bs",Ascenso por méritos — evaluación superior
2300,277,7,1,1,2022/02/26,0 años,"Bs 2.168,22","alta por
convocatoria anual"
2301,1161,32,6,1,20210921,cero,4051,Alta por reclutamiento directo
2302,1099,30,2,6,08/02/2022,13 años,"2,775.20 Bs",    
2303,939,35,1,4,16/08/2022,2 a.,2334,Cambio destino — solicitud personal
2304,557,1,3,4,23-07-2024,veintitrés años,"3,000.06 Bs",Cambio destino — solicitud personal
2305,375,38,1,2,19/11/2024,VEINTE,1970,
2306,116,19,1,2,2025/11/14,diecinueve años,"Bs.2,450.51",
2307,347,50,3,1,2023-03-27,cero años,2743,Alta por reclutamiento directo
2308,931,37,2,3,20250813,8,"Bs. 2,591.41",Promoción por concurso de méritos
2309,78,46,7,5,2025/02/18,seis años,"Bs. 5,218.95",Permiso por matrimonio
2310,705,43,3,2,2025-04-06,NUEVE,"Bs. 3,257.19",  Baja por motivos de salud  
2311,167,46,2,6,2023/06/09,"22,5 años","2,144.62",Retorno al servicio — autorizado
2312,383,14,4,1,15/03/2023,cero,"Bs. 3,559.98",Incorporación servicio militar obligatorio
2313,1022,29,9,4,2022-02-13,  4 años  ,5356,"Cambio de destino
por requerimiento operacional"
2314,843,24,2,1,19/02/2023,  0 años  ,BS 2134,S/N
2315,31,32,6,3,03-12-2021,10,"Bs 4.495,02",Promoción — Resolución Ministerial 457
2316,883,47,3,3,08/01/2025,12 años,BS 2765,  Promoción por concurso de méritos  
2317,484,35,3,4,20220929,6,"Bs. 2,885.66",Traslado por necesidad del servicio
2318,557,21,3,1,20240513,0 años,"Bs 3.302,78",Ref: Servicio premilitar completado
2319,442,48,13,4,21-12-2023,diecisiete,"9,335.08 Bs","Rotación por
necesidad institucional"
2320,991,18,14,4,05/01/2025,14 años,13116.18,Rotación semestral — destino UD-18
2321,1149,48,5,5,2025-07-16,17 años,"Bs. 4,193.08",PERMISO POR FALLECIMIENTO FAMILIAR
2322,538,44,7,6,13/07/2025,veinticinco años,"4,739.28 Bs",RETORNO AL SERVICIO ACTIVO
2323,267,50,8,1,11-25-2024,cero,"Bs 5.614,09",alta por convocatoria 2024
2324,906,12,3,1,2022/05/09,0 años,3026.85,"INGRESO VOLUNTARIO
SERVICIO ACTIVO"
2325,555,43,1,4,2025/08/03,siete,"Bs. 2,004.59",Traslado por necesidad del servicio
2326,654,5,2,2,20211208,16.5,2168,S/N
2327,178,40,8,5,20251027,seis,"Bs.5,041.43",Licencia por enfermedad — 21 días
2328,127,26,10,4,02-03-2023,ocho años,"Bs.6,492.91",
2329,385,2,7,4,2024-09-06,10 años,"Bs.- 5,344.08",Traslado — orden de comando
2330,981,18,1,1,20250311,0,"2,136.2",Ingreso — proceso regular
2331,975,35,4,3,20221204,18,"Bs 3.294,83",ascenso por méritos — evaluación superior
2332,426,1,11,2,2024/10/08,ocho años,7199,Baja por motivos de salud
2333,456,10,5,2,22/05/2024,cinco,"4,096.36",Baja — sanción disciplinaria
2334,8,11,10,5,2025/06/29,14,7096,Licencia sin goce de haberes
2335,21,11,11,2,22/08/2021,2.5 años,"Bs.7,693.31",Baja voluntaria solicitada
2336,298,8,1,4,2024-07-04,24 años,"2,163.72 Bs",Traslado por necesidad del servicio
2337,964,42,4,3,13/08/2022,aprox. 4,"Bs 3.166,33",Ascenso por méritos — evaluación superior
2338,639,28,2,1,01-07-2025,  0 años  ,"2,667.09 Bs",SERVICIO PREMILITAR COMPLETADO
2339,797,9,2,3,08-30-2024,5 a.,2126,Ascenso — antigüedad cumplida
2340,155,3,5,2,2024-04-13,cuatro,"Bs 4.354,02",Sin obs.
2341,931,33,1,5,2022/02/02,diecisiete años,"Bs 2.236,60",Permiso por estudios — 19 días
2342,278,16,8,4,15/07/2025,  25 años  ,"Bs.- 4,568.90","Rotación por
necesidad institucional"
2343,1176,43,2,2,09/10/2025,14,2831,Cumplimiento tiempo de servicio
2344,910,4,2,3,02/08/2025,3 años,"Bs.2,289.42",Ascenso aniversario patrio 6 agosto
2345,321,19,4,3,2025-08-08,dos,3890,S/N
2346,316,37,2,1,27-01-2025,cero años,2381,"alta por
convocatoria anual"
2347,1059,49,1,4,02-18-2022,"1,0 años",2519,Traslado disciplinario
2348,487,24,1,1,2021/10/28,cero años,BS 2394,Ref: Servicio premilitar completado
2349,42,22,5,6,2025/12/19,"25,0 años",BS 4236,S/N
2350,430,1,6,1,02-08-2023,cero,4244,Ingreso — proceso regular
2351,1131,42,3,5,2022/10/04,17 a.,2961,licencia sin goce de haberes
2352,89,26,1,4,27/08/2022,  15 años  ,"Bs. 2,264.80",S/N
2353,621,9,2,6,23/01/2025,  8 años  ,"Bs.- 2,189.35",
2354,592,50,2,4,07-06-2021,5 años,"Bs.- 2,551.71",Rotación semestral — destino UD-50
2355,404,38,1,5,20/06/2023,"2,0 años","2,142.59",Ref: Permiso especial — nacimiento hijo
2356,662,16,10,4,08-11-2025,8 a.,"Bs.- 7,398.59",Rotación semestral — destino UD-16
2357,732,6,3,5,2025/12/02,veintidós,"3,029.79 Bs",
2358,991,18,3,1,11-26-2022,cero años,"Bs 3.270,80",N/A
2359,758,24,1,4,05-01-2024,17 años,"2,164.25",S/N
2360,752,8,10,4,06/08/2025,25 años,"6,204.44 Bs",Traslado por necesidad del servicio
2361,821,29,2,1,2024/03/11,cero años,"2,408.15",
2362,731,25,2,2,2022-09-29,13 años,2710,s/n
2363,1179,27,5,4,18/11/2021,"8,0 años","3,425.53 Bs",
2364,1151,12,2,3,20210718,doce,"Bs.- 2,574.47",Promoción — Resolución Ministerial 612
2365,247,39,11,4,02/01/2025,"9,0 años",8045,
2366,85,12,4,4,04-01-2025,23 años,"Bs.3,543.16",ROTACIÓN SEMESTRAL — DESTINO UD-12
2367,1096,5,7,6,2025-01-11,12 años,"5,189.39",Retorno al servicio activo
2368,486,38,1,1,2024-11-07,0,"Bs 2.475,28",Sin observaciones
2369,171,37,6,1,20230928,0,3894,S/N
2370,940,34,7,3,09-12-2024,18 a.,4805.04,Ascenso aniversario patrio 6 agosto
2371,725,6,1,2,20250722,veinte años,"Bs 2.494,90",Cumplimiento del servicio militar
2372,1143,11,1,4,2023/07/13,13 a.,"Bs.- 2,253.04",Cambio destino — solicitud personal
2373,1085,40,2,3,2021/10/25,"5,0 años","Bs.- 2,827.78",
2374,710,23,3,6,21/08/2021,19 años,"2,607.06 Bs",
2375,352,31,2,2,20250811,8 a.,"Bs.- 2,144.90","  Baja por
inaptitud física  "
2376,516,34,4,6,08-28-2023,"2,0 años",3900.38,S/N
2377,843,35,1,6,07/01/2025,veinticuatro,1994,Retorno al servicio — autorizado
2378,623,45,2,4,11/03/2021,21 a.,2253,S/N
2379,616,16,8,4,20250811,9,"Bs 5.098,60","Cambio de destino
por requerimiento operacional"
2380,41,46,1,5,2024/04/05,3 años,"2,121.37 Bs",Permiso por matrimonio
2381,425,10,11,3,2024/11/18,diez,BS 7336,"Ascenso según
normativa vigente"
2382,1053,20,5,1,2022/01/26,cero años,BS 3640,"Ingreso voluntario
servicio activo"
2383,942,48,1,1,26/01/2023,0 años,2292,Reclutamiento zona Potosí
2384,144,48,8,4,20240624,quince,5862.28,Rotación semestral — destino UD-48
2385,473,6,2,3,2025/08/05,  20 años  ,2830.80,ASCENSO POR ANTIGÜEDAD Y MÉRITOS
2386,579,21,1,6,03-19-2022,nueve años,"Bs. 2,328.12",RETORNO TRAS LICENCIA POR ESTUDIOS
2387,815,10,4,5,2021/08/26,"5,0 años",3906.41,Permiso por matrimonio
2388,729,42,2,6,08-24-2024,  6 años  ,2640.20,Reincorporación voluntaria
2389,1167,29,8,3,11/08/2022,2 años,4871,Promoción — curso de comando aprobado
2390,460,35,1,6,17/02/2025,cinco años,1883,Retorno tras licencia por estudios
2391,84,43,6,4,2022/07/10,16,3900.14,
2392,143,49,5,4,03-23-2021,  25 años  ,"Bs 3.613,81",Traslado disciplinario
2393,1148,16,6,4,2022-08-27,"15,0 años","Bs.- 4,292.91",Cambio destino — solicitud personal
2394,442,30,8,3,05/10/2023,TRES,"4,575.99 Bs",Ascenso — antigüedad cumplida
2395,374,37,8,3,08-11-2021,seis,"Bs. 5,213.73",Ascenso por méritos — evaluación superior
2396,1010,43,10,5,23/02/2021,aprox. 6,5658,S/N
2397,264,50,12,5,09-03-2022,nueve años,7920,PERMISO POR MATRIMONIO
2398,185,30,5,4,08-16-2023,DIECINUEVE,"3,490.82 Bs",Traslado disciplinario
2399,478,50,12,3,2022-08-24,aprox. 18,"8,077.16",Ascenso por antigüedad y méritos
2400,1131,30,6,3,2023/06/26,4,4231.76,Promoción regular — escalafonamiento
2401,575,31,2,1,2021-01-06,CERO,2528,Incorporación clase 2021
2402,844,14,1,2,20210321,veintidós,"2,315.74",Cumplimiento tiempo de servicio
2403,1079,47,1,4,01-13-2023,quince,BS 2391,Cambio destino — solicitud personal
2404,416,32,8,3,2022/10/13,7,4523,Ascenso — antigüedad cumplida
2405,742,41,3,4,2023/03/05,21 años,"Bs.- 3,432.15","Rotación por
necesidad institucional"
2406,635,45,5,1,23-02-2022,aprox. 0,"Bs.3,440.51",RECLUTAMIENTO ZONA CHUQUISACA
2407,1057,39,7,3,19/08/2021,ocho,"4,330.64 Bs",Ascenso por méritos — evaluación superior
2408,778,27,10,3,22/12/2021,4,"Bs. 6,748.99",Promoción regular — escalafonamiento
2409,242,13,12,3,09-28-2022,4 a.,"8,004.77 Bs",Ref: Promoción — Resolución Ministerial 605
2410,563,3,2,5,03/06/2021,VEINTICUATRO,2476.13,
2411,261,29,6,4,09-03-2022,16 años,"Bs. 4,408.56",Traslado a zona de frontera
2412,958,19,1,6,2021/04/11,14 a.,"Bs. 2,016.05",Retorno al servicio — autorizado
2413,1149,20,3,2,29/03/2025,"20,5 años","Bs.2,965.36",Retiro por edad límite
2414,743,6,5,1,16/01/2024,cero años,"Bs 4.164,82",Alta por convocatoria 2024
2415,574,39,9,5,14-08-2021,veintidós años,"Bs.5,068.63",Licencia anual ordinaria
2416,353,17,3,5,2021/02/07,25 años,2854,Licencia — trámites personales
2417,704,21,8,4,26/06/2025,18,"5,094.18",
2418,43,25,2,2,31/07/2025,5 a.,"Bs 2.673,92","Baja por
inaptitud física"
2419,667,33,9,3,06/08/2025,"20,5 años",6120,
2420,57,8,14,3,2024/08/03,cinco,13789,"Ascenso post
curso especialización"
2421,1104,15,2,5,09-03-2021,cinco,"Bs 2.363,35",Permiso por matrimonio
2422,601,19,4,3,11/08/2022,aprox. 10,3825,  Promoción por concurso de méritos  
2423,231,18,2,3,14/08/2025,"18,5 años",2478,ascenso — antigüedad cumplida
2424,422,46,9,3,2024/08/21,7 años,"5,603.70 Bs",Promoción regular — escalafonamiento
2425,176,50,3,4,05-11-2023,catorce,3288,Traslado a zona de frontera
2426,971,3,9,3,2025-12-13,3 años,"Bs.- 5,451.43","Ascenso según
normativa vigente"
2427,1187,3,1,1,2022/01/24,0 años,"2,389.98 Bs",Reclutamiento zona Oruro
2428,269,23,3,5,2024-03-15,aprox. 12,"2,750.90 Bs",  Permiso por matrimonio  
2429,775,45,6,3,05-18-2025,aprox. 5,"4,328.16",ascenso por méritos — evaluación superior
2430,344,35,8,6,09-03-2024,7,5935.92,Reincorporación voluntaria
2431,517,13,2,5,08-25-2021,veintitrés años,"Bs. 2,380.44","Licencia médica
autorizada por sanidad"
2432,798,10,4,4,2025/05/17,5.5 años,"Bs.3,199.66",traslado disciplinario
2433,538,36,2,2,13/02/2023,14,"Bs. 2,576.02",Retiro voluntario — motivos familiares
2434,386,10,5,3,20230207,20 a.,4162,"Ascenso según
normativa vigente"
2435,703,30,1,1,2023/02/27,aprox. 0,"Bs 2.474,13",Sin observaciones
2436,251,2,10,3,20221013,4 años,"Bs. 7,437.83",Ref: 
2437,1073,44,1,6,20210519,  24 años  ,"1,871.00 Bs",Retorno tras licencia por estudios
2438,1048,13,1,1,07/01/2023,0,2498,Incorporación por sorteo cuartel
2439,911,5,2,2,20240907,8 a.,2176,"Baja por
inaptitud física"
2440,105,17,3,3,17-10-2024,dieciocho años,"Bs. 2,599.35",Promoción regular — escalafonamiento
2441,265,38,2,1,02-13-2024,0 años,2486,Incorporación servicio militar obligatorio
2442,1159,37,4,4,06-13-2023,22 años,"Bs 3.052,72",Asignación temporal zona operaciones
2443,657,44,11,4,26/12/2022,  8 años  ,8416,"rotación por
necesidad institucional"
2444,39,2,1,5,10-29-2025,tres,2236.79,Permiso por fallecimiento familiar
2445,222,28,7,3,2022/07/29,15 a.,"Bs.- 5,213.10","Ascenso según
normativa vigente"
2446,467,5,5,1,20/08/2024,"0,0 años",3647,Servicio premilitar completado
2447,868,14,3,3,24-04-2023,2,"Bs.2,971.06",Ascenso por antigüedad y méritos
2448,741,10,3,3,20230930,10,"Bs.- 2,899.43",Promoción — Resolución Ministerial 940
2449,299,33,5,4,16/07/2022,10 años,3304.82,Traslado — orden de comando
2450,1026,36,6,3,08-29-2021,15 años,"3,749.56 Bs",Promoción regular — escalafonamiento
2451,1109,42,7,1,15/01/2022,  0 años  ,"Bs.5,148.88",S/N
2452,1195,25,1,5,2021-05-26,"25,0 años",2320,Licencia anual ordinaria
2453,928,37,5,4,12-26-2025,9 a.,"Bs.3,810.99","cambio de destino
por requerimiento operacional"
2454,1069,38,5,1,28/12/2021,0,"3,668.04 Bs",
2455,401,42,4,2,2025-04-24,VEINTIDÓS,"Bs 3.499,88",Licenciamiento ordinario
2456,1046,8,1,2,2021-08-06,  7 años  ,"Bs 2.080,76",Retiro voluntario — motivos familiares
2457,798,29,1,4,2022-01-13,23 años,1946.06,rotación periódica anual
2458,831,44,9,1,27/01/2024,0 a.,5099,Incorporación servicio militar obligatorio
2459,614,8,8,2,13/08/2021,2.5,4636,Baja — sanción disciplinaria
2460,54,18,3,1,01/05/2025,0 a.,3305.57,Ingreso voluntario al servicio
2461,692,13,1,4,08-25-2025,24.5,"Bs.- 2,274.04",S/N
2462,920,1,12,1,08-03-2021,0,"Bs.9,692.90",
2463,1022,45,12,3,06/08/2023,doce años,8358.07,Ascenso por antigüedad y méritos
2464,165,43,14,6,2023-11-05,17 años,"Bs. 12,763.32","Reincorporación
tras permiso especial"
2465,362,35,3,1,12-01-2022,0 a.,"Bs. 3,010.32","Alta por
convocatoria anual"
2466,1039,33,4,5,14-11-2022,24 años,BS 3184,S/N
2467,556,20,11,4,07-28-2025,seis años,BS 7759,  Traslado por necesidad del servicio  
2468,264,30,3,4,03-09-2025,23,"Bs. 3,159.98",Traslado disciplinario
2469,1190,21,7,3,20240815,18 a.,"Bs 5.043,78",PROMOCIÓN — RESOLUCIÓN MINISTERIAL 138
2470,312,19,1,5,01/09/2025,1 año,2133,licencia — trámites personales
2471,844,22,5,3,2021-08-08,ocho años,4343,Promoción — curso de comando aprobado
2472,141,41,1,6,20221015,"18,5 años","2,317.79",Ref: 
2473,811,50,13,4,08-08-2025,1,"11,089.77","Rotación por
necesidad institucional"
2474,724,46,9,3,20/09/2023,diez,6149.19,S/N
2475,1070,26,7,4,07-27-2022,NUEVE,BS 4997,Asignación temporal zona operaciones
2476,31,36,3,4,05/11/2022,tres,"3,324.60 Bs",Traslado por reorganización de unidades
2477,831,15,6,4,10/07/2022,2,"4,454.37",Rotación periódica anual
2478,155,28,4,1,2023/02/07,cero,3515.28,incorporación por sorteo cuartel
2479,679,15,3,5,08/09/2021,  6 años  ,"Bs. 3,051.20","Licencia médica
autorizada por sanidad"
2480,759,32,2,1,06-05-2022,0,2475,  Incorporación por sorteo cuartel  
2481,839,2,9,1,2023/01/14,cero,6657,
2482,354,15,14,3,20250331,dos,"Bs. 13,726.10",Ascenso por méritos — evaluación superior
2483,1101,40,5,4,2021-07-12,"6,0 años",3944.72,"ROTACIÓN POR
NECESIDAD INSTITUCIONAL"
2484,702,8,6,3,2021/02/21,DIECIOCHO,4537,Ascenso por antigüedad y méritos
2485,1111,22,5,4,08/07/2022,veintiuno,"3,989.50 Bs","Rotación por
necesidad institucional"
2486,23,47,1,2,2021/11/29,"24,0 años",2497,sin obs.
2487,994,7,3,4,20221116,dos años,"Bs.- 3,039.24",Traslado por reorganización de unidades
2488,847,11,2,1,02-24-2022,0 años,"2,257.81 Bs",S/N
2489,322,8,2,1,2021/02/05,  0 años  ,"Bs.2,296.60",
2490,309,31,1,4,20240707,cuatro,"2,157.74 Bs",Traslado por reorganización de unidades
2491,163,28,4,2,25-05-2021,DIECISÉIS,"3,712.39 Bs",RETIRO POR EDAD LÍMITE
2492,748,19,9,4,16/01/2022,"18,0 años",BS 5886,rotación periódica anual
2493,724,6,10,3,2024-08-12,  20 años  ,"7,190.35 Bs",Ascenso por méritos—evaluación superior
2494,245,3,2,1,08-02-2022,cero años,"2,572.96 Bs",N/A
2495,280,42,3,1,10-01-2023,cero años,"Bs. 2,670.23",  Incorporación clase 2023  
2496,872,36,6,3,2022-08-20,VEINTE,"Bs. 3,874.43",Ascenso por antigüedad y méritos
2497,504,16,2,4,21/09/2024,quince,2297,  Traslado por necesidad del servicio  
2498,1075,11,2,3,2023/09/10,4,"Bs 2.570,66","ascenso post
curso especialización"
2499,1060,11,2,6,12-23-2022,  17 años  ,"Bs 2.682,68",Reincorporación post licencia médica
2500,1057,17,1,4,2024/03/14,19.5,BS 2292,Rotación periódica anual
2501,569,6,2,1,03-13-2024,"0,0 años","Bs.- 2,248.45",Ingreso voluntario al servicio
2502,943,10,1,1,08/02/2023,0 a.,"Bs. 2,366.57",    
2503,1155,5,12,3,2024/08/29,3 años,"Bs 8.808,77","Ascenso post
curso especialización"
2504,570,23,6,3,08-19-2024,20.5,"4,696.67 Bs","Ascenso post
curso especialización"
2505,442,37,1,5,2024/12/31,21,2393,Permiso por matrimonio
2506,714,24,2,6,03/10/2022,DIEZ,"Bs. 2,659.04",retorno al servicio activo
2507,1109,15,3,2,07/06/2022,13.5 años,3056.22,Licenciamiento ordinario
2508,63,11,1,2,12-14-2023,dieciocho,1969,Baja — sanción disciplinaria
2509,1198,6,1,2,11-03-2024,9 a.,2363,"Baja definitiva
por solicitud"
2510,669,44,1,1,28/02/2022,cero,"Bs 2.501,07",Incorporación por sorteo cuartel
2511,9,24,11,6,03-12-2021,11,"Bs 6.509,30",RETORNO TRAS LICENCIA POR ESTUDIOS
2512,1087,44,12,6,25/01/2022,UNO,9623,"Reincorporación
tras permiso especial"
2513,794,39,2,4,02-09-2024,veintitrés años,"Bs.2,343.02",Cambio destino — solicitud personal
2514,78,35,13,4,09/12/2022,  18 años  ,"Bs.11,948.02","ROTACIÓN POR
NECESIDAD INSTITUCIONAL"
2515,652,39,12,4,29-08-2022,10 años,8716,Traslado por reorganización de unidades
2516,541,7,4,4,2023-08-18,SIETE,"Bs. 3,406.04",Rotación semestral — destino UD-7
2517,874,28,8,3,20220422,4 años,4884,PROMOCIÓN POR CONCURSO DE MÉRITOS
2518,1079,15,8,3,08-28-2023,20.5,4749,Ascenso por antigüedad y méritos
2519,1082,13,9,5,2023/07/10,dos años,"Bs.6,544.45",Permiso especial — nacimiento hijo
2520,56,30,3,6,26/07/2022,7 años,BS 3003,Retorno al servicio activo
2521,1017,26,12,2,2021/12/19,  7 años  ,"Bs. 9,754.55",Retiro por edad límite
2522,1043,5,3,6,2025/07/26,4 años,BS 3338,Retorno al servicio activo
2523,752,19,8,1,2024/12/06,  0 años  ,5564,
2524,77,50,7,1,2021/06/21,"0,0 años","Bs 5.373,04",ALTA POR CONVOCATORIA 2021
2525,1143,25,2,1,2022/02/07,  0 años  ,"Bs.- 2,747.59",Ingreso — proceso regular
2526,19,19,1,1,18/12/2023,0 años,"Bs. 2,338.10",Sin observaciones
2527,365,22,7,3,2024/08/19,15 años,"4,378.43",PROMOCIÓN — RESOLUCIÓN MINISTERIAL 486
2528,199,2,5,4,07-30-2021,7 años,"Bs. 3,789.58",Traslado — orden de comando
2529,52,18,2,3,2023/08/30,"15,0 años",2806.21,Ascenso por antigüedad y méritos
2530,555,2,4,3,2022/11/27,3 a.,2900,"Ascenso post
curso especialización"
2531,207,8,2,6,2021/05/26,nueve años,"2,545.99",Retorno al servicio — autorizado
2532,570,24,2,6,04-25-2022,8.5,2466.56,S/N
2533,440,44,1,1,25/02/2022,0 años,"Bs. 2,334.32",Ingreso voluntario al servicio
2534,180,50,6,3,08-04-2025,7 a.,"Bs. 4,613.11",Promoción — Resolución Ministerial 231
2535,1089,36,12,3,2022/10/07,7 años,10053.52,"Ascenso según
normativa vigente"
2536,1007,11,1,4,29/01/2022,aprox. 19,"2,130.83",Traslado a zona de frontera
2537,499,33,4,4,28/05/2023,once años,"3,047.77",Asignación temporal zona operaciones
2538,1014,39,8,3,09/10/2024,veinte años,"Bs 5.058,13",Ascenso — antigüedad cumplida
2539,653,13,13,1,06-17-2022,0 a.,11579.56,
2540,389,7,5,5,20230124,siete,"3,659.19",S/N
2541,1103,43,5,4,20241211,20 años,"Bs.- 3,482.52",Traslado a zona de frontera
2542,1123,50,9,4,14/07/2025,aprox. 6,"Bs.- 5,985.93",Rotación semestral — destino UD-50
2543,936,13,5,1,28-02-2021,0 a.,3669.82,"Ingreso voluntario
servicio activo"
2544,144,1,3,4,08/02/2025,  11 años  ,"2,661.36 Bs",ROTACIÓN PERIÓDICA ANUAL
2545,152,1,16,1,02-21-2021,cero años,17631,Sin observaciones
2546,864,45,1,5,2022/10/12,siete años,"2,221.11",
